additives_plus_carbs_with_sources_2025_f3ffdfc3
code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
E960b,Steviol glycosides from fermentation,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,synthetic (man‑made),Steviol glycosides from fermentation used as a sweetener.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Generally recognised as safe at permitted use levels.,neutral,,960b; steviol glycosides from fermentation,960b,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E960c,Enzymatically produced steviol glycosides,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,synthetic (man‑made),Enzymatically produced steviol glycosides used as a sweetener.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Generally recognised as safe at permitted use levels.,neutral,,960c; enzymatically produced steviol glycosides,960c,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E960d,Glucosylated steviol glycosides,sweetener,FALSE,TRUE,TRUE,Authorised in EU/NI under Reg. (EU) 2023/447; not authorised in GB.,FALSE,FALSE,FALSE,FALSE,synthetic (man‑made),Glucosylated steviol glycosides used as a sweetener.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Not permitted in: GB. Authorised in EU/NI under Reg. (EU) 2023/447; not authorised in GB.,neutral,Glucosylated steviol glycosides,960d; glucosylated steviol glycosides,960d,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) 2023/447: E960d"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0447"", ""covers"": ""EU/NI authorisation for glucosylated steviol glycosides""}]"
E961,Neotame,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,synthetic (man‑made),Neotame used as a sweetener.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Generally recognised as safe at permitted use levels.,neutral,Neotame; Newtame,961; neotame,961,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E962,Aspartame-acesulfame salt,sweetener,TRUE,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,synthetic (man‑made),Aspartame-acesulfame salt used as a sweetener.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Contains a source of phenylalanine (PKU warning).,caution,Aspartame-acesulfame salt,962; acesulfame salt; aspartame; aspartame-acesulfame salt,962,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""FSA: Food additives (PKU note)"", ""url"": ""https://www.food.gov.uk/safety-hygiene/food-additives"", ""covers"": ""Phenylalanine label requirement for aspartame/E962""}]"
E964,Polyglycitol syrup,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,synthetic (man‑made),Polyglycitol syrup are polyol sweeteners (sugar alcohols) with lower glycaemic impact.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Polyols: excessive consumption may have laxative effects.,caution,,964; polyglycitol syrup,964,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E965,Maltitol; Maltitol syrup,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,synthetic (man‑made),Maltitol; Maltitol syrup are polyol sweeteners (sugar alcohols) with lower glycaemic impact.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Polyols: excessive consumption may have laxative effects.,caution,Maltitol; Maltitol syrup,965; maltitol; maltitol syrup; maltitol; maltitol syrup,965,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E966,Lactitol,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,synthetic (man‑made),Lactitol are polyol sweeteners (sugar alcohols) with lower glycaemic impact.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Polyols: excessive consumption may have laxative effects.,caution,,966; lactitol,966,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E967,Xylitol,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,synthetic (man‑made),Xylitol are polyol sweeteners (sugar alcohols) with lower glycaemic impact.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Polyols: excessive consumption may have laxative effects.,caution,Xylitol,967; xylitol,967,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E968,Erythritol,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,microbial (fermentation),Erythritol are polyol sweeteners (sugar alcohols) with lower glycaemic impact.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Polyols: excessive consumption may have laxative effects.,caution,Erythritol,968; erythritol,968,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E969,Advantame,sweetener,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,synthetic (man‑made),Advantame used as a sweetener.,"Diet drinks, sugar-free confectionery, desserts, tabletop sweeteners.",Generally recognised as safe at permitted use levels.,neutral,,969; advantame,969,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E322,Lecithins,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,depends (plant or animal fats),Lecithins are phospholipid emulsifiers improving mixing of oil and water.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,Lecithin; Soy lecithin; Sunflower lecithin,322; lecithins,322,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E400,Alginic acid,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,plant (seaweed),Alginic acid used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,400; alginic acid,400,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E401,Sodium alginate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,plant (seaweed),Sodium alginate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,401; sodium alginate,401,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E402,Potassium alginate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,plant (seaweed),Potassium alginate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,402; potassium alginate,402,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E403,Ammonium alginate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,plant (seaweed),Ammonium alginate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,403; ammonium alginate,403,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
E404,Calcium alginate,emulsifier/stabiliser/thickener/gelling,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,plant (seaweed),Calcium alginate used as a emulsifier.,"Ice cream, sauces, dressings, bakery, confectionery.",Generally recognised as safe at permitted use levels.,neutral,,404; calcium alginate,404,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""Reg. (EU) No 231/2012: Specifications for food additives"", ""url"": ""https://www.legislation.gov.uk/eur/2012/231/annex/"", ""covers"": ""Additive specifications (e.g., E471 definition & composition)""}, {""title"": ""Reg. (EU) 2023/1428: E471 tighter limits"", ""url"": ""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX%3A32023R1428"", ""covers"": ""Amended limits (metals, 3‑MCPD, glycidyl esters) for E471""}]"
