id,name,simple_role,what_it_is,why_it_is_used,common_in,child_note,who_should_take_care,headline_risk_or_benefit,region_status_short,rating,quick_advice,vegan,aka_on_labels,sources_primary,last_updated,uk_grade_weight,uk_grade_note
E333(iii),Tricalcium citrate,Acidity regulator/Buffer,"Tricalcium citrate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E334,Tartaric acid,Acidity regulator/Buffer,"Tartaric acid adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E335(i),Sodium dihydrogen tartrate,Acidity regulator/Buffer,"Sodium dihydrogen tartrate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E335(ii),Disodium tartrate,Acidity regulator/Buffer,"Disodium tartrate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E336(i),Potassium dihydrogen tartrate,Acidity regulator/Buffer,"Potassium dihydrogen tartrate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E336(ii),Dipotassium tartrate,Acidity regulator/Buffer,"Dipotassium tartrate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E338,Phosphoric acid,Acidity regulator/Buffer,"Phosphoric acid adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E339(i),Monosodium phosphate,Acidity regulator/Buffer,"Monosodium phosphate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E339(ii),Disodium phosphate,Acidity regulator/Buffer,"Disodium phosphate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E339(iii),Trisodium phosphate,Acidity regulator/Buffer,"Trisodium phosphate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E340(i),Monopotassium phosphate,Acidity regulator/Buffer,"Monopotassium phosphate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E340(ii),Dipotassium phosphate,Acidity regulator/Buffer,"Dipotassium phosphate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E340(iii),Tripotassium phosphate,Acidity regulator/Buffer,"Tripotassium phosphate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E341(i),Monocalcium phosphate,Acidity regulator/Buffer,"Monocalcium phosphate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E341(ii),Dicalcium phosphate,Acidity regulator/Buffer,"Dicalcium phosphate adjusts acidity (pH) for taste, texture, or safety.","Controls tartness, preserves quality.","drinks, sweets, yoghurts, baked goods",Acidic drinks can affect tooth enamel; use straws and keep to mealtimes.,People with reflux; Those advised to limit phosphates,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,"Mostly fine; if you have reflux or kidney conditions, check with your clinician about high-acid foods.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
